,word,translation
5844,siguientes,"adjective: following, after, incoming.  "
5845,residentes,noun: town.  
5846,leíste,verb: read.  
5847,hacha,"noun: ax, hatchet, chopper.  "
5848,felicito,"verb: congratulate, felicitate.  "
5849,enojar,"verb: anger, annoy, displease.  "
5850,ejercicios,"noun: training, practice, drill.  "
5851,drogado,"adjective: drugged, stoned, high.  "
5852,cagar,"verb: shit, crap.  "
5853,traducido,adjective: translated.  
5854,suplico,"verb: supplicate, pray, appeal.  "
5855,salario,"noun: wage, salary, wages.  "
5856,préstamo,"noun: loan, lending, borrowing.  "
5857,mensajero,"noun: messenger, courier, messenger boy.  "
5858,granjero,"noun: farmer, granger, smallholder.  "
5859,filosofía,noun: philosophy.  
5860,faltaba,"verb: lack, fail, fall short.  "
5861,explosivo,"adjective: explosive, plosive.  noun: explosive.  "
5862,diagnóstico,"noun: diagnosis, diagnostic.  adjective: diagnostic.  "
5863,cardíaco,adjective: cardiac.  
5864,bosques,"noun: forest, woods, wood.  "
5865,acabé,"verb: end, finish, complete.  "
5866,tomate,noun: tomato.  
5867,quitarle,take away
5868,magneto,noun: magneto.  
5869,lance,"noun: throw, affair, incident.  "
5870,huyó,"verb: escape, run away, run.  "
5871,hilo,"noun: thread, yarn, strand.  "
5872,hablará,"verb: talk to, address.  "
5873,gemelos,"noun: cufflinks, binoculars, glasses.  "
5874,eligió,"verb: choose, select, elect.  "
5875,doler,"verb: hurt, ache, pain.  "
5876,dificultades,"noun: difficulties, complication.  "
5877,concentración,"noun: concentration, centralization.  "
5878,artistas,"noun: artist, performer, entertainer.  "
5879,aceptas,"verb: accept, take, agree.  "
5880,acabando,"verb: end, finish, complete.  "
5881,torpe,"adjective: clumsy, awkward, bumbling.  noun: duffer, slowpoke, butterfingers.  "
5882,sobrevivientes,noun: survivor.  adjective: surviving.  
5883,saldrás,"verb: leave, get out, go out.  "
5884,región,"noun: region, area, district.  "
5885,produce,"verb: produce, yield, result in.  "
5886,post,post
5887,obsesionado,adjective: obsessed.  
5888,descubre,"verb: discover, find out, uncover.  "
5889,cerró,noun: hill.  
5890,cayeron,"verb: fall, drop, fall down.  "
5891,casé,"verb: marry, wed, marry off.  "
5892,automóvil,"noun: automobile, car, motor.  adjective: motor.  "
5893,atiende,"verb: attend, serve, care.  "
5894,voló,"verb: fly, blow, blow up.  "
5895,ruinas,"noun: debris, shambles.  "
5896,orilla,"noun: shore, bank, edge.  "
5897,mañanas,"noun: morning, tomorrow.  "
5898,magnífica,"adjective: magnificent, marvelous, grand.  "
5899,excitante,"adjective: exciting, stimulating.  noun: excitant, stimulant, exciter.  "
5900,enseñarles,teach them
5901,comenzaron,"verb: start, begin, commence.  "
5902,cerradas,"verb: close, shut, shut down.  "
5903,celosa,"adjective: jealous, zealous, mettlesome.  "
5904,batallón,noun: battalion.  
5905,atrae,"verb: attract, draw, lure.  "
5906,apresúrate,hurry up
5907,rojos,"adjective: red, ruddy, ginger.  noun: red.  "
5908,ofender,"verb: offend, insult, give offense.  "
5909,novela,"noun: novel, story, romance.  "
5910,nazis,adjective: Nazi.  noun: Nazi.  
5911,muros,noun: wall.  
5912,limpias,"noun: cleaning, cleanup.  "
5913,espectacular,"adjective: spectacular, scenic, scenical.  "
5914,empiecen,"verb: start, begin, get.  "
5915,cortina,"noun: curtain, screen, sheet.  "
5916,construido,"adjective: built, constructed.  "
5917,comerciales,"adjective: commercial, trade, trading.  "
5918,chaval,"noun: kid, lad, boy.  "
5919,cadenas,"noun: chain, string, network.  "
5920,botones,"noun: buttons, bellhop, bellboy.  "
5921,arrogante,"adjective: arrogant, haughty, cavalier.  "
5922,vendo,"verb: sell, market, trade.  "
5923,tuviéramos,"verb: have, keep, own.  "
5924,tocaba,"verb: touch, play, perform.  "
5925,situaciones,"noun: situation, location, position.  "
5926,semental,"noun: stallion, stud, sire.  "
5927,responsables,"adjective: responsible, liable, answerable.  "
5928,reportes,noun: account.  
5929,muestran,"verb: show, display, exhibit.  "
5930,facultad,"noun: faculty, power, school.  "
5931,envidia,"noun: envy, jealousy.  "
5932,emocionado,"adjective: excited, moved, emotional.  "
5933,disposición,"noun: provision, disposal, disposition.  "
5934,diremos,"verb: say, tell, speak.  "
5935,dejarnos,leave us
5936,deberiamos,"verb: must, owe, job.  "
5937,conquistar,"verb: conquer, gain, take.  "
5938,bonitos,"adjective: nice, beautiful, pretty.  "
5939,averigua,"verb: find out, ascertain, inquire.  "
5940,almohada,noun: pillow.  
5941,activo,"adjective: active, alive, bustling.  noun: assets.  "
5942,abuelita,"noun: granny, grandma, grannie.  "
5943,vitales,"adjective: vital, life.  "
5944,verse,"verb: show, meet, get together.  "
5945,traicionado,"verb: betray, sell out, play false.  "
5946,teresa,Teresa
5947,soñé,verb: dream.  
5948,roba,"verb: steal, rob, draw.  "
5949,moderno,"adjective: modern, hip, up-to-date.  noun: modern, trendy.  "
5950,manta,"noun: blanket, rug, shawl.  "
5951,lidiar,"verb: fight, fight bulls.  "
5952,joda,noun: pain in the ass.  
5953,despejen,"verb: clear, free.  "
5954,comunista,adjective: communist.  noun: communist.  
5955,aprendiendo,"verb: learn, pick up, acquire.  "
5956,tirando,"verb: pull, throw, shoot.  "
5957,suiza,noun: Switzerland.  
5958,pita,"noun: pitta, agave.  "
5959,pensaron,"verb: think, reflect, ponder.  "
5960,nudos,"noun: knot, joint, bend.  "
5961,muestre,"verb: show, display, exhibit.  "
5962,molestado,adjective: troubled.  
5963,llora,"verb: mourn, cry, weep.  "
5964,hembra,"adjective: female.  noun: female, hen, doe.  "
5965,eternamente,"adverb: eternally, evermore.  "
5966,duermas,"verb: sleep, slumber, doze.  "
5967,disparan,"verb: shoot, fire, discharge.  "
5968,creerá,"verb: believe, think, trust.  "
5969,colgado,"adjective: hanging, dangling.  "
5970,arrestaron,verb: arrest.  
5971,acusación,"noun: accusation, charge, indictment.  "
5972,viajando,"verb: travel, go, ride.  "
5973,tremenda,"adjective: tremendous, awful, terrific.  "
5974,simples,"adjective: simple, single, mere.  noun: simple.  "
5975,servirle,serve you
5976,planea,"verb: plan, glide, design.  "
5977,negar,"verb: deny, refuse, negate.  "
5978,necesitabas,"verb: need, require, take.  "
5979,mordido,adjective: bitten.  
5980,lecciones,"noun: lesson, class, lection.  "
5981,insectos,noun: insect.  
5982,imaginado,"adjective: digested, fancied.  "
5983,habríamos,verb: have.  
5984,fallar,"verb: fail, miss, misfire.  "
5985,escudos,"noun: shield, escutcheon, buckler.  "
5986,diviértete,have fun
5987,crece,"verb: grow, grow up, increase.  "
5988,combatir,"verb: combat, fight, battle.  "
5989,canto,"noun: singing, song, edge.  "
5990,bichos,noun: vermin.  
5991,atacando,"verb: attack, strike, tackle.  "
5992,apestoso,stinky
5993,visa,noun: visa.  
5994,times,"verb: cheat, swindle, trick.  "
5995,retirar,"verb: remove, withdraw, retire.  "
5996,persigue,"verb: pursue, chase, persecute.  "
5997,ooh,ooh
5998,leerlo,reading it
