,word,translation
1850,descansar,"verb: rest, lie, repose.  "
1851,respuestas,"noun: response, answer, reply.  "
1852,propiedad,"noun: property, ownership, estate.  "
1853,llamando,"verb: call, get, knock.  "
1854,dormido,"adjective: asleep, sleeping, lying down.  "
1855,castillo,"noun: castle, chateau.  "
1856,china,"noun: china, Chinawoman.  adjective: Indian.  "
1857,datos,"noun: data, information, givens.  "
1858,torre,"noun: tower, turret, rook.  "
1859,robar,"verb: steal, rob, draw.  "
1860,americanos,adjective: American.  noun: American.  
1861,malos,"adjective: bad, wrong, evil.  noun: villain.  "
1862,botella,noun: bottle.  
1863,aquellos,noun: those.  pronoun: those.  
1864,últimamente,"adverb: lately, recently, of late.  "
1865,testigo,"noun: witness, baton.  "
1866,presento,"verb: present, submit, introduce.  "
1867,periódico,"noun: newspaper, paper, periodical.  adjective: periodic, periodical, recurring.  "
1868,juez,"noun: judge, magistrate, adjudicator.  "
1869,historias,"noun: history, story, tale.  "
1870,gustaba,"verb: like, taste, love.  "
1871,créeme,trust me
1872,necesitar,"verb: need, require, take.  "
1873,esquina,"noun: corner, quoin.  "
1874,millas,noun: mile.  
1875,llamadas,noun: rapping.  
1876,fuente,"noun: source, font, fountain.  "
1877,conocemos,"verb: know, meet, learn.  "
1878,techo,"noun: ceiling, roof.  "
1879,genio,"noun: genius, temper, genie.  "
1880,alerta,"adjective: alert, watchful, awake.  noun: alert, stand-to.  "
1881,ideas,noun: ideology.  
1882,tomas,"verb: take, have, drink.  "
1883,olvidar,"verb: forget, neglect, leave.  "
1884,menor,"adjective: less, smaller, minor.  noun: minor, junior, juvenile.  "
1885,droga,"noun: drug, dope, cocaine.  "
1886,explicar,"verb: explain, account for, explicate.  "
1887,abierta,"adjective: open, opened, direct.  "
1888,privado,"adjective: private, deprived, personal.  "
1889,miembros,"noun: member, limb, fellow.  "
1890,nacional,"adjective: national, domestic.  noun: national, native.  "
1891,gustó,"noun: taste, liking, pleasure.  "
1892,discutir,"verb: discuss, argue, debate.  "
1893,evidencia,"noun: evidence, obviousness, cogency.  "
1894,detalles,"noun: detail, gesture, technicality.  "
1895,tardes,"noun: afternoon, evening, eve.  adjective: late.  "
1896,tomaré,"verb: take, have, drink.  "
1897,presente,"adjective: present, current, actual.  noun: present, memento.  "
1898,criminal,"adjective: criminal, felonious, ruffianly.  noun: criminal, felon, villain.  "
1899,premio,"noun: prize, award, reward.  "
1900,vuelvas,"verb: return, go back, come back.  "
1901,siéntese,sit down
1902,viniste,"verb: come, come round, come through.  "
1903,recibir,"verb: receive, get, welcome.  "
1904,mires,"verb: look, look at, watch.  "
1905,teniendo,"verb: have, keep, own.  "
1906,huele,"verb: smell, sniff, scent.  "
1907,hables,"verb: talk, speak, chat.  "
1908,guardias,"noun: guard, watch, constable.  "
1909,enamorado,"adjective: in love, enamored, enamoured.  noun: admirer, valentine.  "
1910,cuidar,"verb: care, look after, tend.  "
1911,pocos,adjective: few.  
1912,perdone,"verb: forgive, pardon, spare.  "
1913,natural,"adjective: natural, native, plain.  noun: nature, native.  "
1914,caballos,"noun: horse, hack.  adjective: equine.  "
1915,escucho,"verb: listen, hear, listen to.  "
1916,enfermera,noun: nurse.  
1917,ángel,noun: angel.  
1918,sospechoso,"adjective: suspect, fishy, dubious.  noun: suspect.  "
1919,local,"adjective: local, vernacular.  noun: local, premises.  "
1920,mentiras,"noun: lie, lying, falsification.  "
1921,camisa,"noun: shirt, casing, dust cover.  "
1922,confía,"verb: trust, rely, entrust.  "
1923,aceptar,"verb: accept, take, agree.  "
1924,venganza,"noun: revenge, vengeance, retaliation.  "
1925,perdimos,"verb: lose, miss, waste.  "
1926,cuantos,conjunction: as many as.  
1927,parque,"noun: park, fleet, grounds.  "
1928,juegos,"noun: game, play, set.  "
1929,vives,"verb: live, live on, reside.  "
1930,varias,several
1931,harías,"verb: do, make, ask.  "
1932,menudo,"adjective: small, doited, piddling.  "
1933,déjenme,leave me
1934,barrio,"noun: neighborhood, district, quarter.  "
1935,virus,noun: virus.  
1936,talento,"noun: talent, gift, abilities.  "
1937,ministro,"noun: minister, secretary, cabinet minister.  "
1938,hiciera,"verb: do, make, ask.  "
1939,robó,"noun: theft, robbery, stealing.  "
1940,conocerte,know you
1941,viviendo,"verb: live, live on, reside.  "
1942,responsabilidad,"noun: responsibility, liability, accountability.  "
1943,respira,"verb: breathe, respire.  "
1944,números,noun: numbers.  
1945,pertenece,"verb: pertain, appertain.  "
1946,desayuno,noun: breakfast.  
1947,campeón,"adjective: champion.  noun: champion, crackerjack.  "
1948,controlar,"verb: control, monitor, check.  "
1949,maría,noun: Mary.  
1950,nieve,noun: snow.  
1951,méxico,Mexico
1952,dias,noun: day.  
1953,vergüenza,"noun: shame, embarrassment, disgrace.  "
1954,doctora,noun: female doctor.  
1955,blancos,"adjective: white, target.  noun: white, blank, target.  "
1956,fumar,verb: smoke.  
1957,llevamos,"verb: carry, take, bring.  "
1958,Europa,noun: Europe.  
1959,dudo,interjection: I doubt it!.  
1960,pastel,"noun: cake, pastel, pie.  "
1961,quedas,"verb: stay, remain, keep.  "
1962,cae,"verb: fall, drop, fall down.  "
1963,vimos,"verb: see, view, watch.  "
1964,recibido,"adjective: received, taken.  abbreviation: recd.  "
1965,andando,"verb: walk, go, go around.  "
1966,agentes,"noun: agent, operative, factor.  "
1967,fueras,"verb: be, come, come of.  "
1968,asustado,"adjective: frightened, afraid, startled.  "
1969,perdóname,forgive me
1970,reino,"noun: kingdom, realm, empire.  "
1971,clave,"noun: key, code, clef.  "
1972,papeles,noun: papers.  
1973,matando,"verb: kill, slay, murder.  "
1974,efecto,"noun: effect, impact, result.  "
1975,plata,"noun: silver, shekels, flat silver.  "
1976,olvidé,"verb: forget, neglect, leave.  "
1977,iban,"verb: go, be, head.  "
1978,universo,noun: universe.  
1979,política,"noun: policy, politics, statecraft.  "
1980,almuerzo,"noun: lunch, luncheon, dinner.  "
1981,magia,noun: magic.  
1982,lluvia,"noun: rain, rainfall, shower.  "
1983,humor,"noun: humor, mood, spirits.  adjective: humorous.  "
1984,autos,"noun: car, auto.  "
1985,veía,"verb: see, view, watch.  "
1986,tantas,adjective: such.  
1987,respirar,"verb: breathe, respire.  "
1988,cantar,"verb: chant, jingle, sing.  "
1989,trabajas,"verb: work, job, labor.  "
1990,disparo,"noun: shot, shooting, firing.  "
1991,conversación,"noun: conversation, talk, parley.  "
1992,olor,"noun: smell, odor, scent.  "
1993,asesinos,"noun: murderer, killer, assassin.  adjective: murderous, cutthroat.  "
1994,muchacha,"noun: girl, lass, gal.  "
1995,modelo,"noun: model, pattern, standard.  "
1996,curso,"noun: course, progress, path.  "
1997,canal,"noun: channel, canal, trough.  "
1998,rock,adjective: rock.  noun: rock.  
1999,llorar,"verb: mourn, cry, weep.  "
