,rank,lemma,Spanish,lemma (disambiguated),show
5450,4854.0,soltar,suéltala,,*suéltala* (soltar)
5451,4855.0,sexual,sexuales,,*sexuales* (sexual)
5452,4856.0,retirado,retirado,retirado,retirado
5453,4856.0,retirar,retirado,retirar,*retirado* (retirar)
5454,4857.0,reconocer,reconoces,,*reconoces* (reconocer)
5455,4858.0,poder,pudieran,,*pudieran* (poder)
5456,4859.0,desorden,desorden,,desorden
5457,4860.0,desarrollo,desarrollo,desarrollo,desarrollo
5458,4860.0,desarollar,desarrollo,desarollar,*desarrollo* (desarollar)
5459,4861.0,abandonar,abandonó,,*abandonó* (abandonar)
5460,4862.0,vodka,vodka,,vodka
5461,4863.0,violento,violento,,violento
5462,4864.0,vestido,vestida,vestido,*vestida* (vestido)
5463,4864.0,vestir,vestida,vestir,*vestida* (vestir)
5464,4865.0,probar,probarlo,,*probarlo* (probar)
5465,4866.0,balón,balón,,balón
5466,4867.0,población,población,,población
5467,4868.0,pecho,pechos,,*pechos* (pecho)
5468,4869.0,ocurrir,ocurrirá,,*ocurrirá* (ocurrir)
5469,4870.0,mentir,mientes,,*mientes* (mentir)
5470,4871.0,leal,leal,,leal
5471,4872.0,jo,jo,,jo
5472,4873.0,federación,federación,,federación
5473,4874.0,dar,dí,,*dí* (dar)
5474,4875.0,asustar,asustaste,,*asustaste* (asustar)
5475,4876.0,apartar,apártate,,*apártate* (apartar)
5476,4877.0,venir,vinieras,,*vinieras* (venir)
5477,4878.0,valioso,valioso,,valioso
5478,4879.0,profesora,profesora,,profesora
5479,4880.0,misericordia,misericordia,,misericordia
5480,4881.0,mancha,mancha,mancha,mancha
5481,4881.0,manchar,mancha,manchar,*mancha* (manchar)
5482,4882.0,ilusión,ilusión,,ilusión
5483,4883.0,haber,habrás,,*habrás* (haber)
5484,4884.0,golpear,golpeado,,*golpeado* (golpear)
5485,4885.0,generador,generador,,generador
5486,4886.0,empezar,empiezas,,*empiezas* (empezar)
5487,4887.0,detener,detuvo,,*detuvo* (detener)
5488,4888.0,despedir,despedir,,despedir
5489,4889.0,cuerda,cuerdas,cuerda,*cuerdas* (cuerda)
5490,4889.0,cuerdo,cuerdas,cuerdo,*cuerdas* (cuerdo)
5491,4890.0,cráneo,cráneo,,cráneo
5492,4891.0,champán,champán,,champán
5493,4892.0,cartel,cartel,,cartel
5494,4893.0,campana,campana,,campana
5495,4894.0,vender,vendió,,*vendió* (vender)
5496,4895.0,romper,rompí,,*rompí* (romper)
5497,4896.0,revista,revistas,,*revistas* (revista)
5498,4897.0,ordenar,ordena,,*ordena* (ordenar)
5499,4898.0,callar,cállese,,*cállese* (callar)
5500,4899.0,avanzar,avanzar,,avanzar
5501,4900.0,técnicamente,técnicamente,,técnicamente
5502,4901.0,remoto,remoto,,remoto
5503,4902.0,poder,pudiéramos,,*pudiéramos* (poder)
5504,4903.0,pega,pega,pega,pega
5505,4903.0,pegar,pega,pegar,*pega* (pegar)
5506,4904.0,partir,parto,,*parto* (partir)
5507,4905.0,nido,nido,,nido
5508,4906.0,molestar,molestando,,*molestando* (molestar)
5509,4907.0,gota,gota,,gota
5510,4908.0,fracasado,fracasado,fracasado,fracasado
5511,4908.0,fracasar,fracasado,fracasar,*fracasado* (fracasar)
5512,4909.0,esperar,esperé,,*esperé* (esperar)
5513,4910.0,escuchar,escúcheme,,*escúcheme* (escuchar)
5514,4911.0,eco,eco,,eco
5515,4912.0,duro,duros,,*duros* (duro)
5516,4913.0,disparar,dispararle,,*dispararle* (disparar)
5517,4914.0,desaparecer,desaparecieron,,*desaparecieron* (desaparecer)
5518,4915.0,contar,contarle,,*contarle* (contar)
5519,4916.0,cargar,cargando,,*cargando* (cargar)
5520,4917.0,caer,caen,,*caen* (caer)
5521,4918.0,asesinar,asesinó,,*asesinó* (asesinar)
5522,4919.0,prometer,prométeme,,*prométeme* (prometer)
5523,4920.0,político,políticos,,*políticos* (político)
5524,4921.0,planta,plantas,planta,*plantas* (planta)
5525,4921.0,plantar,plantas,plantar,*plantas* (plantar)
5526,4922.0,oculto,oculta,oculto,*oculta* (oculto)
5527,4922.0,ocultar,oculta,ocultar,*oculta* (ocultar)
5528,4923.0,mundo,mundos,,*mundos* (mundo)
5529,4924.0,fin,fines,,*fines* (fin)
5530,4925.0,dueño,dueños,,*dueños* (dueño)
5531,4926.0,detener,detén,,*detén* (detener)
5532,4927.0,cm,cm,cm,cm
5533,4927.0,centímetro,cm,centímetro,*cm* (centímetro)
5534,4928.0,asesinar,asesinar,,asesinar
5535,4929.0,agosto,agosto,,agosto
5536,4930.0,roja,rojas,roja,*rojas* (roja)
5537,4930.0,rojo,rojas,rojo,*rojas* (rojo)
5538,4931.0,pantano,pantano,,pantano
5539,4932.0,opinar,opina,,*opina* (opinar)
5540,4933.0,odiar,odian,,*odian* (odiar)
5541,4934.0,llegar,llegaré,,*llegaré* (llegar)
5542,4935.0,impresionado,impresionado,impresionado,impresionado
5543,4935.0,impresionar,impresionado,impresionar,*impresionado* (impresionar)
5544,4936.0,dirigir,dirigir,,dirigir
5545,4937.0,diciembre,diciembre,,diciembre
5546,4938.0,decidir,decidimos,,*decidimos* (decidir)
5547,4939.0,conectado,conectado,conectado,conectado
5548,4939.0,conectar,conectado,conectar,*conectado* (conectar)
5549,4940.0,tocar,toco,,*toco* (tocar)
5550,4941.0,sinceramente,sinceramente,,sinceramente
5551,4942.0,relacionado,relacionado,relacionado,relacionado
5552,4942.0,relacionar,relacionado,relacionar,*relacionado* (relacionar)
5553,4943.0,quedar,quedaron,,*quedaron* (quedar)
5554,4944.0,levantar,levanten,,*levanten* (levantar)
5555,4945.0,espantoso,espantoso,,espantoso
5556,4946.0,enseñar,enseño,,*enseño* (enseñar)
5557,4947.0,enfermedad,enfermedades,,*enfermedades* (enfermedad)
5558,4948.0,divertir,divirtiendo,,*divirtiendo* (divertir)
5559,4949.0,cubrir,cubre,,*cubre* (cubrir)
5560,4950.0,confidencial,confidencial,,confidencial
5561,4951.0,comprar,compre,,*compre* (comprar)
5562,4952.0,baúl,baúl,,baúl
5563,4953.0,bailar,baila,,*baila* (bailar)
5564,4954.0,aumento,aumento,aumento,aumento
5565,4954.0,aumentar,aumento,aumentar,*aumento* (aumentar)
5566,4955.0,ascenso,ascenso,,ascenso
5567,4956.0,testimonio,testimonio,,testimonio
5568,4957.0,salir,saliera,,*saliera* (salir)
5569,4958.0,resistir,resiste,,*resiste* (resistir)
5570,4959.0,parar,párate,,*párate* (parar)
5571,4960.0,ofrecer,ofrecer,,ofrecer
5572,4961.0,ocupar,ocupo,,*ocupo* (ocupar)
5573,4962.0,merecer,merecía,,*merecía* (merecer)
5574,4963.0,jabón,jabón,,jabón
5575,4964.0,hamburguesa,hamburguesa,,hamburguesa
5576,4965.0,escuela,escuelas,,*escuelas* (escuela)
5577,4966.0,equívoco,equivoco,,*equivoco* (equívoco)
5578,4967.0,caer,caiga,,*caiga* (caer)
5579,4968.0,beneficio,beneficio,,beneficio
5580,4969.0,soltar,suéltalo,,*suéltalo* (soltar)
5581,4970.0,ruso,rusa,,*rusa* (ruso)
5582,4971.0,receta,receta,receta,receta
5583,4971.0,recetar,receta,recetar,*receta* (recetar)
5584,4972.0,modelo,modelos,,*modelos* (modelo)
5585,4973.0,misterioso,misterioso,,misterioso
5586,4974.0,esconder,esconder,,esconder
5587,4975.0,echar,eche,,*eche* (echar)
5588,4976.0,contar,contarte,,*contarte* (contar)
5589,4977.0,callejón,callejón,,callejón
5590,4978.0,buscar,buscarla,,*buscarla* (buscar)
5591,4979.0,bonito,bonitas,,*bonitas* (bonito)
5592,4980.0,tocar,toquen,,*toquen* (tocar)
5593,4981.0,rudo,rudo,,rudo
5594,4982.0,pasar,pasaré,,*pasaré* (pasar)
5595,4983.0,extrañar,extrañé,,*extrañé* (extrañar)
5596,4984.0,detrás,detras,,*detras* (detrás)
5597,4985.0,detener,detenerlos,,*detenerlos* (detener)
5598,4986.0,delito,delito,,delito
5599,4987.0,atacado,atacado,atacado,atacado
5600,4987.0,atacar,atacado,atacar,*atacado* (atacar)
5601,4988.0,traer,traerlo,,*traerlo* (traer)
5602,4989.0,sentencia,sentencia,,sentencia
5603,4990.0,sacar,sácame,,*sácame* (sacar)
5604,4991.0,posible,posibles,,*posibles* (posible)
5605,4992.0,participar,participar,,participar
5606,4993.0,pagar,pagas,pagar,*pagas* (pagar)
5607,4993.0,paga,pagas,paga,*pagas* (paga)
5608,4994.0,mentir,mintió,,*mintió* (mentir)
5609,4995.0,jefe,jefes,,*jefes* (jefe)
5610,4996.0,excepción,excepción,,excepción
5611,4997.0,espada,espadas,,*espadas* (espada)
5612,4998.0,engañado,engañado,engañado,engañado
5613,4998.0,engañar,engañado,engañar,*engañado* (engañar)
5614,4999.0,débil,débiles,,*débiles* (débil)
5615,5000.0,corporación,corporación,,corporación
5616,5001.0,cerrado,cerrados,,*cerrados* (cerrado)
5617,5002.0,carajo,carajos,,*carajos* (carajo)
5618,5003.0,ver,vería,,*vería* (ver)
5619,5004.0,seco,seca,seco,*seca* (seco)
5620,5004.0,secar,seca,secar,*seca* (secar)
5621,5005.0,recibir,recibiendo,,*recibiendo* (recibir)
5622,5006.0,pescar,pescar,,pescar
5623,5007.0,olvidar,olvidas,,*olvidas* (olvidar)
5624,5008.0,nación,naciones,,*naciones* (nación)
5625,5009.0,llevar,llevara,,*llevara* (llevar)
5626,5010.0,gracioso,graciosa,,*graciosa* (gracioso)
5627,5011.0,emergencia,emergencias,,*emergencias* (emergencia)
5628,5012.0,convenir,conviene,,*conviene* (convenir)
5629,5013.0,comunicación,comunicaciones,,*comunicaciones* (comunicación)
5630,5014.0,caer,caí,,*caí* (caer)
5631,5015.0,ocupar,ocuparé,,*ocuparé* (ocupar)
5632,5016.0,niñita,niñita,,niñita
5633,5017.0,hacer,hazte,,*hazte* (hacer)
5634,5018.0,estupendo,estupenda,,*estupenda* (estupendo)
5635,5019.0,disciplina,disciplina,,disciplina
5636,5020.0,casar,case,,*case* (casar)
5637,5021.0,arriesgado,arriesgado,arriesgado,arriesgado
5638,5021.0,arriesgar,arriesgado,arriesgar,*arriesgado* (arriesgar)
5639,5022.0,arquitecto,arquitecto,,arquitecto
5640,5023.0,Vaticano,vaticano,,*vaticano* (Vaticano)
5641,5024.0,traer,traerme,,*traerme* (traer)
5642,5025.0,tiroteo,tiroteo,,tiroteo
5643,5026.0,servir,sirvo,,*sirvo* (servir)
5644,5027.0,sentir,sentirás,,*sentirás* (sentir)
5645,5028.0,ratón,ratón,,ratón
5646,5029.0,quitar,quitarme,,*quitarme* (quitar)
5647,5030.0,quedar,quedaba,,*quedaba* (quedar)
5648,5031.0,preguntar,preguntan,,*preguntan* (preguntar)
5649,5032.0,permitir,permíteme,,*permíteme* (permitir)
5650,5033.0,masacre,masacre,,masacre
5651,5034.0,infancia,infancia,,infancia
5652,5035.0,indio,indio,,indio
5653,5036.0,homosexual,homosexual,,homosexual
5654,5037.0,chance,chance,,chance
5655,5038.0,barba,barba,,barba
5656,5039.0,arte,artes,,*artes* (arte)
5657,5040.0,acercar,acerque,,*acerque* (acercar)
5658,5041.0,susto,susto,,susto
5659,5042.0,síntoma,síntomas,,*síntomas* (síntoma)
5660,5043.0,salvar,salvarte,,*salvarte* (salvar)
5661,5044.0,sabio,sabio,,sabio
5662,5045.0,romance,romance,,romance
5663,5046.0,petición,petición,,petición
5664,5047.0,peligroso,peligrosos,,*peligrosos* (peligroso)
5665,5048.0,orinar,orinar,,orinar
5666,5049.0,macho,macho,,macho
5667,5050.0,llevar,llevarse,,*llevarse* (llevar)
5668,5051.0,lindo,lindos,,*lindos* (lindo)
5669,5052.0,proteger,protegerte,,*protegerte* (proteger)
5670,5053.0,profundidad,profundidad,,profundidad
5671,5054.0,pedir,pides,,*pides* (pedir)
5672,5055.0,permanente,permanente,,permanente
5673,5056.0,investigación,investigaciones,,*investigaciones* (investigación)
5674,5057.0,cruzar,cruzando,,*cruzando* (cruzar)
5675,5058.0,comenzar,comenzando,,*comenzando* (comenzar)
5676,5059.0,atrapado,atrapada,atrapado,*atrapada* (atrapado)
5677,5059.0,atrapar,atrapada,atrapar,*atrapada* (atrapar)
5678,5060.0,trampa,trampas,,*trampas* (trampa)
5679,5061.0,tomar,tomemos,,*tomemos* (tomar)
5680,5062.0,tímido,tímido,,tímido
5681,5063.0,ola,ola,,ola
5682,5064.0,nariz,narices,,*narices* (nariz)
5683,5065.0,diana,diana,diana,diana
5684,5065.0,Diana,diana,Diana,*diana* (Diana)
5685,5066.0,presentar,presentarles,,*presentarles* (presentar)
5686,5067.0,pasar,pasaremos,,*pasaremos* (pasar)
5687,5068.0,observar,observa,,*observa* (observar)
5688,5069.0,nacer,nacer,,nacer
5689,5070.0,mona,mona,mona,mona
5690,5070.0,mono,mona,mono,*mona* (mono)
5691,5071.0,mm,mm,mm,mm
5692,5071.0,milímetro,mm,milímetro,*mm* (milímetro)
5693,5072.0,increíblemente,increíblemente,,increíblemente
5694,5073.0,despegar,despegar,,despegar
5695,5074.0,comentario,comentario,,comentario
5696,5075.0,sufrir,sufre,,*sufre* (sufrir)
5697,5076.0,ramera,ramera,,ramera
5698,5077.0,perfume,perfume,,perfume
5699,5078.0,oscuro,oscura,,*oscura* (oscuro)
5700,5079.0,ola,olas,,*olas* (ola)
5701,5080.0,obligado,obligado,obligado,obligado
5702,5080.0,obligar,obligado,obligar,*obligado* (obligar)
5703,5081.0,noviembre,noviembre,,noviembre
5704,5082.0,lograr,logré,,*logré* (lograr)
5705,5083.0,llevar,llevaría,,*llevaría* (llevar)
5706,5084.0,fallado,fallado,fallado,fallado
5707,5084.0,fallar,fallado,fallar,*fallado* (fallar)
5708,5085.0,Escocia,escocia,,*escocia* (Escocia)
5709,5086.0,destruir,destruyó,,*destruyó* (destruir)
5710,5087.0,conducir,conduciendo,,*conduciendo* (conducir)
5711,5088.0,camiseta,camiseta,,camiseta
5712,5089.0,vena,venas,,*venas* (vena)
5713,5090.0,reír,riendo,,*riendo* (reír)
5714,5091.0,resistir,resistir,,resistir
5715,5092.0,pavo,pavo,,pavo
5716,5093.0,pagar,pagué,,*pagué* (pagar)
5717,5094.0,nieto,nieto,,nieto
5718,5095.0,liberar,liberar,,liberar
5719,5096.0,hogar,hogares,,*hogares* (hogar)
5720,5097.0,dar,denle,,*denle* (dar)
5721,5098.0,barón,barón,,barón
5722,5099.0,aguantar,aguanto,,*aguanto* (aguantar)
5723,5100.0,vicepresidente,vicepresidente,,vicepresidente
5724,5101.0,simón,simón,simón,simón
5725,5101.0,Simón,simón,Simón,*simón* (Simón)
5726,5102.0,querer,querrías,,*querrías* (querer)
5727,5103.0,quedar,quedara,,*quedara* (quedar)
5728,5104.0,ordenador,ordenador,,ordenador
5729,5105.0,jodido,jodidos,jodido,*jodidos* (jodido)
5730,5105.0,joder,jodidos,joder,*jodidos* (joder)
5731,5106.0,enfermera,enfermeras,,*enfermeras* (enfermera)
5732,5107.0,despertado,despertado,despertado,despertado
5733,5107.0,despertar,despertado,despertar,*despertado* (despertar)
5734,5108.0,comentario,comentarios,,*comentarios* (comentario)
5735,5109.0,alumno,alumnos,,*alumnos* (alumno)
5736,5110.0,aburrido,aburrida,aburrido,*aburrida* (aburrido)
5737,5110.0,aburrir,aburrida,aburrir,*aburrida* (aburrir)
5738,5111.0,superar,superar,,superar
5739,5112.0,norma,norma,norma,norma
5740,5112.0,normar,norma,normar,*norma* (normar)
5741,5113.0,musical,musical,,musical
5742,5114.0,lápiz,lápiz,,lápiz
5743,5115.0,joder,jodan,,*jodan* (joder)
5744,5116.0,incluir,incluye,,*incluye* (incluir)
5745,5117.0,fruta,fruta,,fruta
5746,5118.0,entrar,entran,,*entran* (entrar)
5747,5119.0,eléctrica,eléctrica,eléctrica,eléctrica
5748,5119.0,eléctrico,eléctrica,eléctrico,*eléctrica* (eléctrico)
5749,5120.0,crítica,crítica,,crítica
5750,5121.0,comer,comí,,*comí* (comer)
5751,5122.0,chip,chip,,chip
5752,5123.0,cargado,cargado,cargado,cargado
5753,5123.0,cargar,cargado,cargar,*cargado* (cargar)
5754,5124.0,alta,altas,alta,*altas* (alta)
5755,5124.0,alto,altas,alto,*altas* (alto)
5756,5125.0,vender,venden,,*venden* (vender)
5757,5126.0,superior,superiores,,*superiores* (superior)
5758,5127.0,sufrir,sufriendo,,*sufriendo* (sufrir)
5759,5128.0,sacar,sacamos,,*sacamos* (sacar)
5760,5129.0,invitar,invitó,,*invitó* (invitar)
5761,5130.0,oler,huelo,,*huelo* (oler)
5762,5131.0,hacer,harían,,*harían* (hacer)
5763,5132.0,gastar,gastar,,gastar
5764,5133.0,escapar,escapa,,*escapa* (escapar)
5765,5134.0,confirmar,confirmar,,confirmar
5766,5135.0,quitado,quitado,quitado,quitado
5767,5135.0,quitar,quitado,quitar,*quitado* (quitar)
5768,5136.0,probar,probando,,*probando* (probar)
5769,5137.0,perímetro,perímetro,,perímetro
5770,5138.0,pegado,pegado,pegado,pegado
5771,5138.0,pegar,pegado,pegar,*pegado* (pegar)
5772,5139.0,olvidar,olviden,,*olviden* (olvidar)
5773,5140.0,mentiroso,mentirosa,,*mentirosa* (mentiroso)
5774,5141.0,incapaz,incapaz,,incapaz
5775,5142.0,forense,forense,,forense
5776,5143.0,ese,ésas,ese,*ésas* (ese)
5777,5143.0,esa,ésas,esa,*ésas* (esa)
5778,5144.0,dignidad,dignidad,,dignidad
5779,5145.0,detective,detectives,,*detectives* (detective)
5780,5146.0,deporte,deportes,,*deportes* (deporte)
5781,5147.0,delicado,delicado,,delicado
5782,5148.0,cuarenta,cuarenta,,cuarenta
5783,5149.0,constante,constante,,constante
5784,5150.0,beber,bebes,,*bebes* (beber)
5785,5151.0,seso,sesos,,*sesos* (seso)
5786,5152.0,seriamente,seriamente,,seriamente
5787,5153.0,regresar,regresemos,,*regresemos* (regresar)
5788,5154.0,proteger,protegiendo,,*protegiendo* (proteger)
5789,5155.0,muralla,muralla,,muralla
5790,5156.0,meter,meterse,,*meterse* (meter)
5791,5157.0,llevar,lleves,,*lleves* (llevar)
5792,5158.0,intentar,inténtalo,,*inténtalo* (intentar)
5793,5159.0,huir,huye,,*huye* (huir)
5794,5160.0,embarazo,embarazo,embarazo,embarazo
5795,5160.0,embarazar,embarazo,embarazar,*embarazo* (embarazar)
5796,5161.0,deber,debimos,,*debimos* (deber)
5797,5162.0,cuarto,cuartos,,*cuartos* (cuarto)
5798,5163.0,copa,copas,,*copas* (copa)
5799,5164.0,rehén,rehén,,rehén
5800,5165.0,piso,pisos,,*pisos* (piso)
5801,5166.0,perseguir,persiguiendo,,*persiguiendo* (perseguir)
5802,5167.0,milagro,milagros,milagro,*milagros* (milagro)
5803,5167.0,Milagros,milagros,Milagros,*milagros* (Milagros)
5804,5168.0,horror,horror,,horror
5805,5169.0,emocional,emocional,,emocional
5806,5170.0,comedor,comedor,,comedor
5807,5171.0,buscar,busqué,,*busqué* (buscar)
5808,5172.0,buscar,buscarme,,*buscarme* (buscar)
5809,5173.0,tumba,tumbas,tumba,*tumbas* (tumba)
5810,5173.0,tumbar,tumbas,tumbar,*tumbas* (tumbar)
5811,5174.0,subtitulado,subtitulado,,subtitulado
5812,5175.0,plazo,plazo,,plazo
5813,5176.0,pesca,pesca,pesca,pesca
5814,5176.0,pescar,pesca,pescar,*pesca* (pescar)
5815,5177.0,muerto,muertas,muerto,*muertas* (muerto)
5816,5177.0,morir,muertas,morir,*muertas* (morir)
5817,5178.0,mantener,mantenerlo,,*mantenerlo* (mantener)
5818,5179.0,llamar,llamaremos,,*llamaremos* (llamar)
5819,5180.0,litro,litros,,*litros* (litro)
5820,5181.0,horrible,horribles,,*horribles* (horrible)
5821,5182.0,deuda,deudas,,*deudas* (deuda)
5822,5183.0,detener,detiene,,*detiene* (detener)
5823,5184.0,comprar,compraste,,*compraste* (comprar)
5824,5185.0,comisaría,comisaría,,comisaría
5825,5186.0,ver,verlas,,*verlas* (ver)
5826,5187.0,ver,vé,,*vé* (ver)
5827,5188.0,vago,vago,vago,vago
5828,5188.0,vagar,vago,vagar,*vago* (vagar)
5829,5189.0,único,unica,,*unica* (único)
5830,5190.0,radiación,radiación,,radiación
5831,5191.0,múltiple,múltiples,,*múltiples* (múltiple)
5832,5192.0,muchísimo,muchísimas,muchísimo,*muchísimas* (muchísimo)
5833,5192.0,mucho,muchísimas,mucho,*muchísimas* (mucho)
5834,5193.0,equivocar,equivoca,,*equivoca* (equivocar)
5835,5194.0,cuyo,cuya,,*cuya* (cuyo)
5836,5195.0,cortina,cortinas,,*cortinas* (cortina)
5837,5196.0,tener,tenerla,,*tenerla* (tener)
5838,5197.0,tapa,tapa,tapa,tapa
5839,5197.0,tapar,tapa,tapar,*tapa* (tapar)
5840,5198.0,sorpresa,sorpresas,,*sorpresas* (sorpresa)
5841,5199.0,respiro,respiro,respiro,respiro
5842,5199.0,respirar,respiro,respirar,*respiro* (respirar)
5843,5200.0,queja,queja,queja,queja
5844,5200.0,quejar,queja,quejar,*queja* (quejar)
5845,5201.0,preguntar,preguntarme,,*preguntarme* (preguntar)
5846,5202.0,oír,oyendo,,*oyendo* (oír)
5847,5203.0,mordida,mordida,mordida,mordida
5848,5203.0,mordido,mordida,mordido,*mordida* (mordido)
5849,5203.0,morder,mordida,morder,*mordida* (morder)
5850,5204.0,mmm,mmm,,mmm
5851,5205.0,mirar,miró,,*miró* (mirar)
5852,5206.0,marchar,marchar,,marchar
5853,5207.0,mantequilla,mantequilla,,mantequilla
5854,5208.0,guardián,guardián,,guardián
5855,5209.0,escándalo,escándalo,,escándalo
5856,5210.0,causar,causó,,*causó* (causar)
5857,5211.0,alejar,aléjense,,*aléjense* (alejar)
5858,5212.0,acercar,acercando,,*acercando* (acercar)
5859,5213.0,ver,vió,,*vió* (ver)
5860,5214.0,tinta,tinta,tinta,tinta
5861,5214.0,tinto,tinta,tinto,*tinta* (tinto)
5862,5215.0,sindicato,sindicato,,sindicato
5863,5216.0,reunión,reuniones,,*reuniones* (reunión)
5864,5217.0,pedir,pida,,*pida* (pedir)
5865,5218.0,personaje,personajes,,*personajes* (personaje)
5866,5219.0,leer,lees,,*lees* (leer)
5867,5220.0,dispuesto,dispuesta,dispuesto,*dispuesta* (dispuesto)
5868,5220.0,disponer,dispuesta,disponer,*dispuesta* (disponer)
5869,5221.0,descripción,descripción,,descripción
5870,5222.0,calzón,calzones,,*calzones* (calzón)
5871,5223.0,brigada,brigada,,brigada
5872,5224.0,ayudar,ayudaría,,*ayudaría* (ayudar)
5873,5225.0,repugnante,repugnante,,repugnante
5874,5226.0,odiar,odiaba,,*odiaba* (odiar)
5875,5227.0,misa,misa,,misa
5876,5228.0,metrópolis,metrópolis,metrópolis,metrópolis
5877,5228.0,metrópoli,metrópolis,metrópoli,*metrópolis* (metrópoli)
5878,5229.0,meter,meterme,,*meterme* (meter)
5879,5230.0,mamita,mamita,,mamita
5880,5231.0,jamón,jamón,,jamón
5881,5232.0,ese,ésos,ese,*ésos* (ese)
5882,5232.0,esos,ésos,esos,*ésos* (esos)
5883,5233.0,cazador,cazadores,,*cazadores* (cazador)
5884,5234.0,usar,usarla,,*usarla* (usar)
5885,5235.0,retraso,retraso,retraso,retraso
5886,5235.0,retrasar,retraso,retrasar,*retraso* (retrasar)
5887,5236.0,responsabilidad,responsabilidades,,*responsabilidades* (responsabilidad)
5888,5237.0,preocupar,preocupas,,*preocupas* (preocupar)
5889,5238.0,pagar,pagando,,*pagando* (pagar)
5890,5239.0,linterna,linterna,,linterna
5891,5240.0,inevitable,inevitable,,inevitable
5892,5241.0,encender,encender,,encender
5893,5242.0,distinto,distinta,,*distinta* (distinto)
5894,5243.0,comprar,compro,,*compro* (comprar)
5895,5244.0,cacería,cacería,,cacería
5896,5245.0,atacar,atacan,,*atacan* (atacar)
5897,5246.0,usar,usaba,,*usaba* (usar)
5898,5247.0,pariente,parientes,,*parientes* (pariente)
5899,5248.0,menor,menores,,*menores* (menor)
5900,5249.0,jungla,jungla,,jungla
5901,5250.0,dedicado,dedicado,dedicado,dedicado
5902,5250.0,dedicar,dedicado,dedicar,*dedicado* (dedicar)
5903,5251.0,contento,contentos,,*contentos* (contento)
5904,5252.0,comprar,compraré,,*compraré* (comprar)
5905,5253.0,astuto,astuto,,astuto
5906,5254.0,antídoto,antídoto,,antídoto
5907,5255.0,vivir,vivas,,*vivas* (vivir)
5908,5256.0,vano,vano,,vano
5909,5257.0,sajón,sajones,,*sajones* (sajón)
5910,5258.0,raro,raros,,*raros* (raro)
5911,5259.0,quemado,quemado,quemado,quemado
5912,5259.0,quemar,quemado,quemar,*quemado* (quemar)
5913,5260.0,promesa,promesas,,*promesas* (promesa)
5914,5261.0,pareja,parejas,pareja,*parejas* (pareja)
5915,5261.0,parejo,parejas,parejo,*parejas* (parejo)
5916,5262.0,olvidar,olvidarlo,,*olvidarlo* (olvidar)
5917,5263.0,local,locales,,*locales* (local)
5918,5264.0,fuga,fuga,,fuga
5919,5265.0,estación,estaciones,,*estaciones* (estación)
5920,5266.0,disparar,dispares,,*dispares* (disparar)
5921,5267.0,despedir,despidieron,,*despidieron* (despedir)
5922,5268.0,asesinado,asesinada,asesinado,*asesinada* (asesinado)
5923,5268.0,asesinar,asesinada,asesinar,*asesinada* (asesinar)
5924,5269.0,artillería,artillería,,artillería
5925,5270.0,apariencia,apariencia,,apariencia
5926,5271.0,advertir,advertí,,*advertí* (advertir)
5927,5272.0,sacar,sacarme,,*sacarme* (sacar)
5928,5273.0,pueblo,pueblos,,*pueblos* (pueblo)
5929,5274.0,mágico,mágico,,mágico
5930,5275.0,garantizar,garantizo,,*garantizo* (garantizar)
5931,5276.0,excusa,excusas,excusa,*excusas* (excusa)
5932,5276.0,excusar,excusas,excusar,*excusas* (excusar)
5933,5277.0,contratar,contratar,,contratar
5934,5278.0,candidato,candidato,,candidato
5935,5279.0,anteriormente,anteriormente,,anteriormente
5936,5280.0,adicto,adicto,,adicto
5937,5281.0,sello,sello,,sello
5938,5282.0,salvar,salvarlo,,*salvarlo* (salvar)
5939,5283.0,retrasado,retrasado,retrasado,retrasado
5940,5283.0,retrasar,retrasado,retrasar,*retrasado* (retrasar)
5941,5284.0,placa,placas,,*placas* (placa)
5942,5285.0,hermoso,hermosos,,*hermosos* (hermoso)
5943,5286.0,galleta,galleta,,galleta
5944,5287.0,escuchar,escucharon,,*escucharon* (escuchar)
5945,5288.0,chistoso,chistoso,,chistoso
5946,5289.0,anillo,anillos,,*anillos* (anillo)
5947,5290.0,subir,subió,,*subió* (subir)
5948,5291.0,solar,solar,,solar
5949,5292.0,píldora,píldoras,,*píldoras* (píldora)
5950,5293.0,pasar,pásame,,*pásame* (pasar)
5951,5294.0,jugar,juegues,,*juegues* (jugar)
5952,5295.0,grito,grito,grito,grito
5953,5295.0,gritar,grito,gritar,*grito* (gritar)
5954,5296.0,enseñado,enseñado,enseñado,enseñado
5955,5296.0,enseñar,enseñado,enseñar,*enseñado* (enseñar)
5956,5297.0,encontrar,encontrarte,,*encontrarte* (encontrar)
5957,5298.0,descubrimiento,descubrimiento,,descubrimiento
5958,5299.0,conseguir,consigues,,*consigues* (conseguir)
5959,5300.0,clérigo,clérigo,,clérigo
5960,5301.0,clásico,clásico,,clásico
5961,5302.0,batalla,batallas,batalla,*batallas* (batalla)
5962,5302.0,batallar,batallas,batallar,*batallas* (batallar)
5963,5303.0,usar,uses,,*uses* (usar)
5964,5304.0,tratar,trates,,*trates* (tratar)
5965,5305.0,marzo,marzo,,marzo
5966,5306.0,hecho,hechas,hecho,*hechas* (hecho)
5967,5306.0,hacer,hechas,hacer,*hechas* (hacer)
5968,5307.0,fraude,fraude,,fraude
5969,5308.0,economía,economía,,economía
