,Dutch,Quizlet
72,veilig,"*safe*
adjective: safe, secure, sure
adverb: safely, sure, surely
""Het is veilig om te zwemmen in het meer."" - It is safe to swim in the lake.


"
73,stel,"*couple*
noun: set, bunch, pair
Stel je voor hoe leuk het zou zijn als we hier konden blijven! - Imagine how much fun it would be if we could stay here!


"
74,vol,"*full*
adjective: full, crowded, rich
adverb: full
Het vliegtuig was vol passagiers. - The plane was full of passengers.


"
75,nummer,"*number*
noun: number, digit, cipher
abbreviation: No.
""Ik heb het nummer van haar."" - I have her number.


"
76,waarheid,"*truth*
noun: truth, verity, sooth
De waarheid is dat ik je nooit zal vergeten. - The truth is that I will never forget you.


"
77,zoiets,"*something like that*
noun: such a thing
""Zoiets als dit heb ik nog nooit gezien."" - ""I have never seen something like this before.""


"
78,mevrouw,"*Madam*
abbreviation: Mrs., Ms.
noun: madam, lady, madame
Mevrouw, mag ik alstublieft de krant hebben? - May I please have the newspaper, ma'am?


"
79,leren,"*to learn*
verb: learn, teach, school
adjective: leather, leathern
noun: hide
Ik leer Nederlands. - I am learning Dutch.


"
80,hetzelfde,"*the same*
pronoun: same
adjective: ditto
adverb: ditto
Ik heb hetzelfde probleem. - I have the same problem.


"
81,gaf,"*gave*
verb: give, deliver, impart
Hij gaf me een cadeau. - He gave me a present.


"
82,baby,"*baby*
noun: baby, nursling, nurseling
De baby sliep rustig. - The baby was sleeping peacefully.


"
83,baas,"*boss*
noun: boss, master, chief
""Mijn baas is heel streng."" - My boss is very strict.


"
84,gelukkig,"*happy*
adjective: happy, lucky, fortunate
adverb: happily, fortunately, luckily
""Gelukkig heb ik mijn huiswerk afgerond!"" - ""Fortunately, I finished my homework!""


"
85,meteen,"*immediately*
adverb: pronto, therewith
Ik doe het meteen. - I'll do it right away.


"
86,beneden,"*downstairs*
adverb: down, below, downstairs
preposition: below, under, beneath
adjective: lower, under
Ik ben beneden. - I am downstairs.


"
87,waarschijnlijk,"*probably*
adverb: probably, presumably, belike
adjective: likely, probable, plausible
Waarschijnlijk zal het vandaag regenen. - It is likely to rain today.


"
88,sterven,"*die*
verb: die, perish, pass away
noun: dying
Ik sterf van de honger - I'm dying of hunger.


"
89,gezicht,"*sight*
noun: face, sight, vision
Mijn gezicht gloeide van de zon. - My face was glowing from the sun.


"
90,begin,"*get started*
noun: beginning, start, onset
Begin met het lezen van het boek. - Start reading the book.


"
91,mogelijk,"*possible*
adjective: possible, potential, eventual
adverb: possibly, perhaps, maybe
Het is mogelijk dat ik naar de winkel ga. - It is possible that I go to the store.


"
92,mama,"*mom*
noun: mama, mommy, mom
Mama, ik hou van je! - Mum, I love you!


"
93,dicht,"*closed*
adjective: close, closed, dense
adverb: densely, close to, fast
noun: poem
De deur is dicht. - The door is closed.


"
94,zaken,"*Affairs*
noun: affairs, occasions
""Hij heeft veel zaken gedaan."" - He has done a lot of business.


"
95,liggen,"*lie*
verb: lie, be, sit
De kat ligt op de bank, The cat is lying on the couch.


"
96,nieuws,"*news*
noun: news, novelty, intelligence
Het nieuws is interessant. - The news is interesting.


"
97,ander,"*other*
adjective: other, another, else
pronoun: other
De andere man was dapper. - The other man was brave.


"
98,eraan,"*to it*

Ik voegde er nog wat extra ingrediënten aan eraan toe. - I added some extra ingredients to it.


"
99,liefde,"*love*
noun: love, heart
adjective: erotic
Liefde is het meest kostbare wat we hebben. - Love is the most precious thing we have.


"
0,slapen,"*to sleep*
verb: sleep, lie, doss
Ik slaap al een uur. - I have been sleeping for an hour.


"
1,ver,"*far*
adjective: far, remote, distant
adverb: far, remotely, off
Ik verkies dit boek boven dat boek. - I prefer this book over that book.


"
2,reden,"*rode*
noun: reason, cause, matter
""Ik heb geen reden om hier te blijven."" - ""I have no reason to stay here.""


"
3,fout,"*wrong*
noun: error, mistake, fault
adjective: wrong, incorrect, erroneous
Ik heb een fout gemaakt. - I made a mistake.


"
4,vallen,"*traps*
verb: fall, drop, fall down
Ik viel van mijn stoel. - I fell off my chair.


"
5,maanden,"*months*
noun: month, moon
De maanden vliegen voorbij. - The months fly by.


"
6,mogen,"*to be allowed to*
verb: may
Ik mag naar buiten gaan. - I may go outside.


"
7,oud,"*old*
adjective: old, ancient, aged
Mijn oude auto is een beetje versleten. - My old car is a bit worn out.


"
8,vergeet,"*forgets*
verb: forget
Vergeet niet om de boodschappen te doen. - Don't forget to do the shopping.


"
9,voelt,"*feels*
verb: feel, sense, emote
Het voelt als een droom. - It feels like a dream.


"
10,vent,"*guy*
noun: fellow, bloke, chap
Hij heeft veel venten gekregen voor zijn verjaardag. 
Translation: He got a lot of gifts for his birthday.


"
11,sir,"*sir*

""De heer is hier, meneer."" - ""Sir is here, sir.""


"
12,hoorde,"*heard*
verb: hear, belong, learn
Ik hoorde dat je naar Parijs gaat. - I heard that you're going to Paris.


"
13,hoort,"*belongs*
verb: hear, belong, learn
""Hij hoort de klokken luiden."" - He hears the bells ringing.


"
14,klinkt,"*sounds*
verb: sound, ring, clink
""Het klinkt als een goed idee."" - It sounds like a good idea.


"
15,terwijl,"*while*
conjunction: while, whilst, as
preposition: during
Terwijl ik mijn huiswerk maak, kijk ik naar mijn favoriete tv-programma. 

While I do my homework, I watch my favorite TV show.


"
16,vriendin,"*female friend*
noun: girlfriend, friend, lover
Mijn vriendin is heel lief. - My girlfriend is very sweet.


"
17,welkom,"*welcome*
adjective: welcome, acceptable
adverb: acceptably
Welkom! = Welcome!


"
18,team,"*team*
noun: team, side, detachment
Het team is gedreven om het doel te bereiken.

Translation: The team is driven to achieve the goal.


"
19,rond,"*round*
adverb: around, roundly
adjective: round, circular, rotund
noun: round, rondure
Ik heb rond gelopen. - I walked around.


"
20,president,"*president*
noun: president, chairman
De president is de leider van het land.
Translation: The president is the leader of the country.


"
21,oorlog,"*war*
noun: war, warfare
De oorlog was een verschrikkelijke tijd. (The war was a terrible time.)


"
22,duidelijk,"*clearly*
adjective: clear, obvious, evident
adverb: clearly, obviously, plain
""Het is duidelijk dat we deze taak moeten voltooien."" - It is clear that we must complete this task.


"
23,jaren,"*years*
noun: year, annum, twelvemonth
Ik heb al jaren geen contact meer met haar gehad. - I haven't had any contact with her for years.


"
24,rest,"*rest*
noun: rest, remainder, residual
De rest van de dag heb ik gewerkt. - I worked the rest of the day.


"
25,schuld,"*debt*
noun: debt, fault, blame
Ik voel me schuldig. - I feel guilty.


"
26,avond,"*evening*
noun: evening, night, even
adjective: vespertine
Ik heb vanavond vrij. - I have free time this evening.


"
27,eerlijk,"*honestly*
adjective: honest, fair, straight
adverb: honestly, fairly, straight
""Ik ben eerlijk tegen mijn vrienden."" - ""I am honest with my friends.""


"
28,fijn,"*fine*
adjective: fine, nice, delicate
adverb: delicately, subtly, exquisitely
""Het was fijn om je te zien."" - It was nice to see you.


"
29,mond,"*mouth*
noun: mouth, opening, orifice
Mijn mond stond open van verbazing. - My mouth was open in amazement.


"
30,buurt,"*neighbourhood*
noun: neighborhood, vicinity, district
De buurt is een mooie plek om te wonen. - The neighborhood is a nice place to live.


"
31,drinken,"*drinks*
verb: drink, take a drink, bib
Ik hou van drinken. - I love drinking.


"
32,telefoon,"*telephone*
noun: phone, telephone
Ik heb mijn telefoon nodig. - I need my phone.


"
33,per,"*per*
preposition: per, by, within
article: a
Ik eet per dag twee appels - I eat two apples per day.


"
34,wapen,"*weapon*
noun: weapon, arm, weaponry
""Ik heb een wapen nodig."" - ""I need a weapon.""


"
35,liet,"*let*
verb: let, leave, make
Hij liet mij achter met een gebroken hart. He left me behind with a broken heart.


"
36,belangrijk,"*important*
adjective: important, considerable, great
adverb: considerably
Belangrijk is dat iedereen zich veilig voelt.

Important is that everyone feels safe.


"
37,kreeg,"*got*
verb: get, receive, have
Ik kreeg een cadeau van mijn oma. - I received a present from my grandmother.


"
38,ouders,"*parents*
noun: parents, people
Mijn ouders zijn erg lief voor mij. - My parents are very kind to me.


"
39,stuk,"*piece*
noun: piece, part, document
adjective: broken, damaged, flyblown
Het stuk brood is klaar om te eten. - The piece of bread is ready to eat.


"
40,rust,"*peace*
noun: rest, peace, tranquility
De rustige omgeving maakte het mogelijk om te ontspannen. - The tranquil environment made it possible to relax.


"
41,vandaan,"*from*
preposition: from
Ik kom uit het buitenland vandaan. - I come from abroad.


"
42,kennen,"*know*
verb: know
Ik ken haar al jaren. - I've known her for years.


"
43,Jezus,"*Jesus*
noun: Jesus
""Jezus is de zoon van God."" - Jesus is the son of God.


"
44,deel,"*part *
noun: part, portion, share
Deel je ijsje met mij. - Share your ice cream with me.


"
45,baan,"*track*
noun: job, track, path
Ik zoek een nieuwe baan. - I am looking for a new job.


"
46,kapitein,"*captain*
noun: captain, master, padrone
De kapitein stuurde het schip naar de haven. - The captain steered the ship to the harbour.


"
47,erop,"*on top*
adverb: on
""Hij zette erop dat hij zou winnen."" - He bet on himself that he would win.


"
48,geluk,"*luck*
noun: happiness, luck, fortune
Gelukkig heb ik een goede dag gehad. - Luckily, I had a good day.


"
49,dezelfde,"*the same*
pronoun: same, such
adjective: one
adverb: ditto
Dezelfde boeken staan op twee verschillende planken. - The same books are on two different shelves.


"
50,overal,"*everywhere*
adverb: everywhere, anywhere, throughout
Overal zijn er mensen die je kunnen helpen. - Everywhere there are people who can help you.


"
51,schip,"*ship*
noun: ship, seacraft
""Het schip voer de haven uit."" - The ship sailed out of the harbour.


"
52,heren,"*Gentlemen*
noun: Gentlemen
De heren zijn hier vandaag aangekomen. - The gentlemen have arrived here today.


"
53,gegeven,"*datum*
adjective: given
Ik heb de gegeven informatie goed begrepen. - I have understood the given information well.


"
54,anderen,"*others*

De anderen gaan naar het park. - The others are going to the park.


"
55,zeer,"*very*
adjective: very, highly, greatly
adverb: very, most, greatly
noun: sore, pain, ache
""Het eten was zeer lekker!"" - The food was very delicious!


"
56,langs,"*by*
adverb: along, lengthwise
preposition: along, by, past
Ik loop langs de rivier. - I'm walking along the river.


"
57,mam,"*mom*
noun: mom, mam, mommy
Mam, kan ik wat koekjes hebben? - Mom, can I have some cookies?


"
58,recht,"*straight*
adjective: right, straight, prerogative
adverb: right, straight
noun: right, law, duty
""Hij staat recht als een paal."" - He stands straight as a pole.


"
59,lichaam,"*body*
noun: body
Mijn lichaam voelt stijf aan. - My body feels stiff.


"
60,aardig,"*nice*
adjective: nice, pretty, friendly
adverb: nicely, prettily, jolly
Mijn vrienden vinden mijn hond aardig. - My friends find my dog nice.


"
61,vertrouwen,"*to trust*
noun: confidence, trust, faith
verb: trust, rely, depend
Ik vertrouw mijn vrienden. - I trust my friends.


"
62,ermee,"*with it*

""Ik ben ermee akkoord."" - I agree with it.


"
63,neemt,"*takes*
verb: take, reach, seize
Hij neemt de bus naar school. - He takes the bus to school.


"
64,vanaf,"*from*
preposition: from, since, upward of
Vanaf vandaag zal ik meer tijd besteden aan het leren van de Nederlandse taal.

From today I will spend more time learning the Dutch language.


"
65,vaak,"*often*
adverb: often, frequently, regularly
noun: sleepiness
Vaak ga ik naar het strand. - I often go to the beach.


"
66,boek,"*book*
noun: book, omnibus, quire
""Ik heb een boek gelezen."" - ""I read a book.""


"
67,mezelf,"*myself*
pronoun: myself
Ik heb mezelf geleerd om goed te luisteren. - I taught myself to listen well.


"
68,zetten,"*to make*
verb: put, set, place
Ik zet deze koffer in de kast. - I put this suitcase in the cupboard.


"
69,stil,"*quiet*
adjective: quiet, still, silent
adverb: quietly, noiselessly, stilly
Het was stil in de kamer. - It was quiet in the room.


"
70,ok,"*OK*
noun: OK
""Oké, ik begrijp het"" - ""Okay, I understand it.""


"
71,kerel,"*guy*
noun: guy, fellow, chap
Deze kerel is echt grappig. - This guy is really funny.


"
72,betalen,"*pay*
verb: pay, pay off, pay up
Ik moet de rekening betalen. - I have to pay the bill.


"
73,geval,"*case*
noun: case, occasion, proposition
Het geval is dat ik het niet weet. - The case is that I don't know.


"
74,miljoen,"*million*
: million
Het bedrijf heeft een miljoen euro verdiend. - The company has earned one million euros.


"
75,tweede,"*second*
adjective: second, another
: second
De tweede keer was veel beter dan de eerste. - The second time was much better than the first.


"
76,haat,"*hate*
noun: hate, hatred, resentment
""Ik haat het koude weer"" - ""I hate cold weather""


"
77,hard,"*hard*
adjective: hard, loud, harsh
adverb: hard, harshly, quickly
""Het was hard werken om het karwei af te maken."" - It was hard work to finish the job.


"
78,inderdaad,"*indeed*
adverb: indeed, actually, really
""Inderdaad, ik ben het met je eens."" - Indeed, I agree with you.


"
79,woord,"*word*
noun: word, term, verb
Ik heb het woord verkeerd gespeld. - I spelled the word wrong.


"
80,stond,"*was standing*
noun: time, hour
Hij stond in de deuropening. - He stood in the doorway.


"
81,hond,"*dog*
noun: dog, hound, harrier
De hond zit onder de tafel. - The dog is sitting under the table.


"
82,straks,"*soon*
adverb: anon
Straks gaan we naar de supermarkt. - Soon we're going to the supermarket.


"
83,weken,"*to soften*
verb: soak, steep, macerate
We hebben al vier weken geen regen gehad. - We haven't had rain for four weeks.


"
84,film,"*movie*
noun: film, movie, motion picture
De film was geweldig! - The movie was great!


"
85,antwoord,"*answer*
noun: answer, reply, response
""Het antwoord is ja."" - The answer is yes.


"
86,veranderen,"*change*
verb: change, alter, turn
De situatie is veranderd. - The situation has changed.


"
87,licht,"*light*
adjective: light, mild, illuminating
noun: light, clear, candle
adverb: slightly, lightly, easily
Het licht is helder. - The light is bright.


"
88,houd,"*loves*
verb: keep, hold, retain
Houd de deur open. - Keep the door open.


"
89,pa,"*dad*
noun: dad, papa, daddy
Mijn pa is een leraar. - My dad is a teacher.


"
90,tijdens,"*during the day*

Tijdens het eten hebben we gezellig gepraat. - During the meal we had a pleasant conversation.


"
91,lieverd,"*Darling*
noun: darling, poppet
""Lieverd, je bent zo lief!"" - ""Darling, you are so sweet!""


"
92,liever,"*rather*
adverb: rather, preferably, first
Ik zou liever thuis blijven, I would rather stay home.


"
93,kwaad,"*pissed off*
adjective: evil, angry, bad
noun: evil, harm, hurt
adverb: amiss, badly, crossly
Ik ben kwaad op jou. - I am angry at you.


"
94,ontmoet,"*meet*
verb: meet, encounter, see
Ik ontmoet mijn vrienden op het station. - I meet my friends at the station.


"
95,nergens,"*nowhere*
adverb: nowhere
Er is nergens iets dat ik kan doen. - There is nothing I can do anywhere.


"
96,gebruikt,"*used*
adjective: used, hand-me-down
Ik gebruikt deze computer elke dag - I use this computer every day.


"
97,schatje,"*baby*
noun: love
Mijn schatje, ik hou van je. - My darling, I love you.


"
98,verloren,"*lost*
adjective: lost
Ik heb mijn sleutel verloren. - I lost my key.


"
99,koning,"*king*
noun: king, monarch
De koning regeert het land. - The king rules the country.


"
0,hallo,"*Hello*
noun: hello, hallo
Hallo, goedendag! - Hello, good day!


"
1,leuk,"*nice*
adjective: nice, entertaining, amusing
adverb: prettily
Het is leuk om hier te zijn. - It is nice to be here.


"
2,sorry,"*Sorry*
interjection: Sorry!, I am sorry!
Sorry, ik heb je verkeerd begrepen. - Sorry, I misunderstood you.


"
3,alle,"*all*
adjective: all
Alle mensen zijn gelijk. - All people are equal.


"
4,elkaar,"*each other*
adverb: each other, one another
pronoun: each other, one another
We zien elkaar morgen. - We'll see each other tomorrow.


"
5,toe,"*please*
preposition: to
adverb: towards
adjective: shut, closed
Ik voeg het toe. - I add it.


"
6,wist,"*knew*
verb: know, wit, wot
Ik wist dat het zo zou zijn. - I knew it would be this way.


"
7,zegt,"*say*
verb: say, tell, put
Zij zegt dat het te laat is. She says it's too late.


"
8,bedoel,"*mean*
verb: mean, intend, design
Ik bedoel dat ik het niet weet. - I mean that I don't know.


"
9,blijf,"*stay*
verb: remain, stay, keep
Blijf bij me, stay with me.


"
10,alsjeblieft,"*please*
interjection: Please!
""Kan ik alsjeblieft een glas water hebben?"" - ""Can I please have a glass of water?""


"
11,lang,"*long*
adjective: long, tall, prolonged
adverb: long
Het duurde lang voordat hij aankwam - It took a long time before he arrived.


"
12,meneer,"*sir*
abbreviation: Mr.
noun: mister, monsieur, gent
Meneer, mag ik u iets vragen? - Mister, may I ask you something?


"
13,ziet,"*sees*
verb: see, view, look
""Hij ziet er goed uit."" - He looks good.


"
14,maakt,"*makes*
verb: make, do, build
Hij maakt een goede indruk. - He makes a good impression.


"
15,luister,"*listen*
noun: splendor, magnificence, pomp
Luister naar mij! - Listen to me!


"
16,dingen,"*stuff*
verb: bargain, sue, chaffer
Ik doe dingen die ik leuk vind. = I do things that I like.


"
17,mooi,"*Nice*
adjective: beautiful, nice, pretty
adverb: beautifully, fine, prettily
Het is een mooie dag. - It is a beautiful day.


"
18,werd,"*became*
verb: be, become, get
Hij werd gekozen als president. - He was elected as president.


"
19,eerste,"*first*
adjective: first, initial, former
noun: first
adverb: initially
Mijn eerste taal was Engels. - My first language was English.


"
20,graag,"*Please*
adverb: gladly, willingly, fain
Ik zou het graag weten. - I'd like to know.


"
21,natuurlijk,"*Naturally*
adverb: of course, naturally, no doubt
adjective: natural, native, unsophisticated
Natuurlijk wil ik dat doen. - Of course I want to do that.


"
22,houden,"*to hold*
verb: keep, hold, retain
Ik houd van jou. - I love you.


"
23,zonder,"*without*
preposition: without, sans, out of
adverb: no
Ik kan niet zonder jou leven. - I can't live without you.


"
24,steeds,"*still*
adverb: always, ever
adjective: town
Steeds meer mensen kopen hun boodschappen online. - More and more people are buying their groceries online.


"
25,krijgen,"*to get*
verb: get, receive, have
Ik krijg een cadeau. - I am getting a present.


"
26,grote,"*great*
adjective: large, great, big
Mijn grote broer woont in een andere stad. - My big brother lives in another city.


"
27,achter,"*behind*
adverb: behind, after, post
preposition: behind, after
adjective: hind, slow
noun: venerator
Ik sta achter mijn beslissing. - I stand behind my decision.


"
28,helemaal,"*absolutely*
adverb: all, completely, quite
Hij is helemaal klaar. - He is completely ready.


"
29,naam,"*name*
noun: name, first name, title
Mijn naam is Paul, My name is Paul.


"
30,gek,"*crazy*
adjective: crazy, mad, fool
noun: fool, madman, nut
adverb: foolishly, queerly
phrase: off one's head, off one's nuts
""Hij is echt gek!"" - He is really crazy!


"
31,blijven,"*to stay*
verb: remain, stay, keep
Ik blijf hier wonen. - I will stay here living.


"
32,onder,"*below*
adverb: under, below, underneath
preposition: under, among, amongst
adjective: lower, vice, deputy
conjunction: whilst
Mijn vrienden zijn onderweg naar huis. - My friends are on their way home.


"
33,vriend,"*friend*
noun: friend, pal, well-wisher
Mijn vriend is mijn beste vriend. - My friend is my best friend.


"
34,geweest,"*been*

Ik ben al eerder in Nederland geweest. - I have been to the Netherlands before.


"
35,kijken,"*to look*
verb: look, see, glance
Ik kijk naar de tv. - I'm looking at the TV.


"
36,geven,"*to give*
verb: give, deliver, impart
Ik geef je een knuffel - I give you a hug.


"
37,ging,"*went*
verb: go, proceed, work
Ik ging naar het park. - I went to the park.


"
38,vertellen,"*narrate*
verb: tell, relate, narrate
Ik vertelde hem het verhaal. - I told him the story.


"
39,ooit,"*ever *
adverb: ever, sometime, whilom
Ooit heb ik in het buitenland gewoond. - I have lived abroad at some point.


"
40,snel,"*fast*
adverb: quickly, fast, rapidly
adjective: quick, fast, rapid
Snel kan ik naar de winkel gaan. - Quickly I can go to the store.


"
41,hand,"*hand*
noun: hand, mitt, dukes
Ik heb mijn handen vol - I have my hands full


"
42,idee,"*idea*
noun: idea, notion, thought
Het idee is om het te doen. The idea is to do it.


"
43,goede,"*good  *
noun: well
Goede morgen! - Good morning!


"
44,auto,"*car*
adjective: auto
noun: car, automobile, motor
De auto is mijn favoriete vervoermiddel. - The car is my favourite mode of transportation.


"
45,kwam,"*came*
verb: come, get, come to
Ik kwam te laat. - I came too late.


"
46,verdomme,"*damn*
interjection: Blast it!
Verdomme, ik heb mijn sleutels vergeten! Damn, I forgot my keys!


"
47,beetje,"*bit*
noun: bit, little, tad
adjective: little
""Ik heb alleen een beetje honger."" - ""I only have a little bit of hunger.""


"
48,moest,"*had to*
verb: must
Ik moest naar school gaan. - I had to go to school.


"
49,kinderen,"*children*
noun: children, kids, olive-branches
De kinderen spelen buiten. - The children are playing outside.


"
50,wanneer,"*when*
adverb: when
conjunction: when, if, as
Wanneer ga je naar huis? - When are you going home?


"
51,gebeurd,"*happened*
verb: happen, be, occur
Het is gebeurd. - It has happened.


"
52,jongen,"*boy*
noun: boy, lad, pup
verb: breed, kitten, whelp
De jongen rent naar school. - The boy runs to school.


"
53,bang,"*anxious*
adjective: afraid, scared, fearful
adverb: anxiously
Ik ben bang dat het te laat is. - I'm afraid it's too late.


"
54,vraag,"*ask*
noun: question, demand, request
""Heeft u een vraag?"" - Do you have a question?


"
55,lijkt,"*seems*
verb: seem, appear, look
Het lijkt erop dat het gaat regenen. - It looks like it's going to rain.


"
56,geweldig,"*awesome*
adjective: immense, violent, colossal
adverb: mightily, vastly, colossally
De film was geweldig! - The movie was great!


"
57,paar,"*couple*
noun: couple, pair, couplet
Ik heb een paar schoenen gekocht. - I bought a pair of shoes.


"
58,hoor,"*hear*
verb: hear, belong, learn
Hoor je dat? - Do you hear that?


"
59,laatste,"*last*
noun: last
De laatste dag van de vakantie was het meest ontspannen.
Translation: The last day of the vacation was the most relaxed.


"
60,deed,"*did*
verb: do, make, perform
Ik deed mijn best - I did my best.


"
61,nieuwe,"*new ones*
adjective: new, novel, fresh
De nieuwe auto is snel. - The new car is fast.


"
62,vragen,"*to ask*
verb: ask, question, request
noun: enquiry
Ik heb vragen over het onderwerp. - I have questions about the subject.


"
63,kun,"*can*

""Kun je me helpen?"" - Can you help me?


"
64,zag,"*saw*
verb: see, view, look
Ik zag hem lopen. - I saw him walking.


"
65,zorgen,"*to assure*
verb: care, worry, look
Ik zorg ervoor dat de klusjes gedaan worden. - I make sure that the chores are done.


"
66,staan,"*to stand*
verb: stand, be, face
De leraren staan voor de klas. - The teachers are standing in front of the class.


"
67,wereld,"*world*
noun: world, universe
De wereld is een grote plaats. - The world is a big place.


"
68,eten,"*to eat*
verb: food, eat, meal
noun: grub, peck
Ik eet graag pizza. - I like to eat pizza.


"
69,jongens,"*guys*
adjective: boyish
""Jongens, laten we gaan!"" - Boys, let's go!


"
70,enige,"*any*
adjective: some
pronoun: some
adverb: a few
De enige manier om hieruit te komen is door samen te werken.

The only way to get out of this is by working together.


"
71,zelf,"*yourself*
pronoun: itself, self, myself
Ik heb het zelf gedaan. - I did it myself.


"
72,want,"*because*
conjunction: because, for, as
noun: mitten, shrouds
Ik wil dat je me helpt, I want you to help me.


"
73,nemen,"*to take*
verb: take, reach, seize
Ik neem de bus naar school. - I take the bus to school.


"
74,heen,"*to*
adverb: away
Hij ging heen. - He went away.


"
75,zo'n,"*Sun*
noun: sun, daystar
Zo'n grote stad is echt indrukwekkend. - Such a big city is really impressive.


"
76,beste,"*Best*

""Beste vrienden, ik hoop dat jullie het goed maken!"" - ""Best friends, I hope you are doing well!""


"
77,ken,"*know*
verb: know
Ik ken haar al jaren. - I have known her for years.


"
78,vandaag,"*Today*
adverb: today
Vandaag is het een prachtige dag. - Today is a beautiful day.


"
79,zelfs,"*even*
adverb: even
Zelfs de meest ervaren kok kan fouten maken. - Even the most experienced cook can make mistakes.


"
80,ie,"*ie*

Ie moet de regels volgen. - You must follow the rules.


"
81,gezegd,"*said*
verb: say, tell, put
""Hij heeft gezegd dat hij zou komen."" - He said he would come.


"
82,hadden,"*had*
verb: have, possess, own
Hadden ze de kans gehad, dan hadden ze het gedaan.

If they had had the chance, they would have done it.


"
83,vertel,"*tell*
verb: tell, relate, narrate
Vertel me wat je denkt. - Tell me what you think.


"
84,eerst,"*first*
adjective: first, primary, one
adverb: first, only, firstly
: first
conjunction: if only
Eerst heb ik de taart geschilderd. 
First I painted the cake.


"
85,gevonden,"*found it*
verb: find, think of, hit upon
Ik heb het boek dat ik zocht gevonden. - I have found the book I was looking for.


"
86,zoon,"*son*
noun: son
Mijn zoon is twaalf jaar oud. - My son is twelve years old.


"
87,buiten,"*outside*
adverb: outside, out, outdoors
preposition: outside, beyond, out of
noun: country
""Ik ben buiten gaan wandelen."" - ""I went for a walk outside.""


"
88,samen,"*together*
adverb: together
""Wij gaan samen naar het park."" - ""We are going to the park together.""


"
89,denken,"*think*
verb: think, think of, conceive
Ik denk dat ik het begrijp. - I think I understand.


"
90,geloof,"*believe*
noun: faith, belief, religion
Ik geloof in de kracht van liefde. - I believe in the power of love.


"
91,morgen,"*tomorrow*
adverb: tomorrow, next day
noun: morning, morn
Morgen gaan we naar de bioscoop. - Tomorrow we are going to the movies.


"
92,geleden,"*past*
adverb: ago, since
adjective: past
Het is alweer twee jaar geleden sinds ik hier ben geweest. - It has already been two years since I was here.


"
93,meisje,"*girl*
noun: girl, maid, maiden
""Het meisje zingt een lied."" - The girl is singing a song.


"
94,thuis,"*At home*
adverb: home, in, indoors
Ik voel me thuis in dit huis. - I feel at home in this house.


"
95,denkt,"*thinks*
verb: think, think of, conceive
Hij denkt dat het koud is. He thinks it is cold.


"
96,rustig,"*Calm*
adjective: quiet, tranquil, calm
adverb: quietly, calmly, on an even keel
Het is hier rustig. - It is quiet here.


"
97,mannen,"*men*
adjective: male
Mannen zijn sterk. - Men are strong.


"
98,halen,"*to fetch *
verb: catch, fetch, bring
Ik haal mijn vrienden van het station. - I'm picking up my friends from the station.


"
99,probleem,"*problem*
noun: problem, puzzler
Het probleem is te groot om te negeren. - The problem is too big to ignore.


"
